Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
1600 Greendale Way,Chattanooga,TN,37343,04/06/2024 01:47:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-030607,2,Cleared by Arrest,35.126335,-85.245758,POINT (-85.245758 35.126335),3.0
400 W 38th St,Chattanooga,TN,37410,04/06/2024 01:43:00 PM,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-030606,3,Pending/Possible Leads,35.007351,-85.31502900000001,POINT (-85.315029 35.007351),7.0
2100 Citico Ave,Chattanooga,TN,37404,04/06/2024 07:43:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-030533,3,Pending/Possible Leads,35.044168,-85.266217,POINT (-85.266217 35.044168),8.0
4400 Dodds Ave,Chattanooga,TN,37407,04/05/2024 09:30:00 PM,TN0330100,B9,Baker S,120,Robbery,Part 1 Crimes,24-030473,1,Unfounded,34.990246,-85.28703499999999,POINT (-85.287035 34.990246),7.0
200 Tacoa Ave,Chattanooga,TN,37411,04/05/2024 11:57:00 AM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-030199,3,Pending/Possible Leads,35.014286000000006,-85.223135,POINT (-85.223135 35.014286),5.0
3600 Chateau Ln,Chattanooga,TN,37411,04/05/2024 12:30:00 AM,TN0330100,C2,Charlie S,120,Robbery,Part 1 Crimes,24-030071,3,Pending/Possible Leads,35.021691,-85.247001,POINT (-85.247001 35.021691),6.0
300 Mcbrien Rd,Chattanooga,TN,37411,04/05/2024 12:14:00 AM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-030068,3,Pending/Possible Leads,35.005265,-85.22443,POINT (-85.22443 35.005265),6.0
2200 E 12th St,Chattanooga,TN,37404,04/04/2024 06:16:00 PM,TN0330100,B5,Baker S,11A,Forcible Rape,Part 1 Crimes,24-029992,3,Pending/Possible Leads,35.02682,-85.272705,POINT (-85.272705 35.02682),9.0
100 Signal Hills Dr,Chattanooga,TN,37405,04/04/2024 06:10:00 PM,TN0330100,A5,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-029991,2,Cleared by Arrest,35.098695,-85.33136999999999,POINT (-85.33137 35.098695),1.0
2300 Windsor St,Chattanooga,TN,37406,04/04/2024 05:00:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-029963,3,Pending/Possible Leads,35.046598,-85.262241,POINT (-85.262241 35.046598),8.0
4500 Central Ave,Chattanooga,TN,37410,04/04/2024 03:45:00 PM,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-029945,3,Pending/Possible Leads,35.006826,-85.31263,POINT (-85.31263 35.006826),7.0
500 N Highland Park Ave,Chattanooga,TN,37404,04/04/2024 02:30:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-029988,3,Pending/Possible Leads,35.044931,-85.27716099999999,POINT (-85.277161 35.044931),8.0
3900 Manor Rd,Chattanooga,TN,37411,04/04/2024 03:52:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-029754,3,Pending/Possible Leads,35.019425,-85.240004,POINT (-85.240004 35.019425),5.0
4900 Woodland View Cir,Chattanooga,TN,37410,04/03/2024 10:40:00 PM,TN0330100,A12,Adam S,120,Robbery,Part 1 Crimes,24-029834,3,Pending/Possible Leads,34.992076,-85.309198,POINT (-85.309198 34.992076),7.0
Rossville Blvd & E 41st St,Chattanooga,TN,37407,04/03/2024 08:46:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-029687,3,Pending/Possible Leads,34.9955197,-85.29191399999999,POINT (-85.291914 34.9955197),7.0
5000 Harley Ln,Chattanooga,TN,37416,04/03/2024 06:20:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-029635,2,Cleared by Arrest,35.097178,-85.17879900000001,POINT (-85.178799 35.097178),3.0
100 W 38th St,Chattanooga,TN,37410,04/03/2024 10:23:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-029470,3,Pending/Possible Leads,35.005852000000004,-85.310619,POINT (-85.310619 35.005852),7.0
1200 King St,Chattanooga,TN,37403,04/03/2024 08:00:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-029503,3,Pending/Possible Leads,35.040324,-85.307154,POINT (-85.307154 35.040324),8.0
100 Hollyberry Ln,Chattanooga,TN,37411,04/02/2024 10:23:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-029331,3,Pending/Possible Leads,35.018508,-85.23566500000001,POINT (-85.235665 35.018508),5.0
4295-434 Highway 58,Chattanooga,TN,37406,04/02/2024 07:00:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-029303,3,Pending/Possible Leads,35.083662,-85.208159,POINT (-85.208159 35.083662),5.0
E 11th St,Chattanooga,TN,37402,04/02/2024 02:00:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-029029,2,Cleared by Arrest,35.043732,-85.308889,POINT (-85.308889 35.043732),8.0
400 W 38th St,Chattanooga,TN,37410,04/01/2024 04:33:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-028809,3,Pending/Possible Leads,35.007267000000006,-85.316154,POINT (-85.316154 35.007267),7.0
3600 Tennessee Ave,Chattanooga,TN,37409,04/01/2024 01:40:00 PM,TN0330100,A11,Adam S,120,Robbery,Part 1 Crimes,24-028765,4,Inactive/Suspended,35.013207,-85.324213,POINT (-85.324213 35.013207),7.0
700 E 11th St,Chattanooga,TN,37403,04/01/2024 12:15:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-028599,2,Cleared by Arrest,35.039586,-85.299234,POINT (-85.299234 35.039586),8.0
2000 Citico Ave,Chattanooga,TN,37404,03/31/2024 01:40:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-028430,3,Pending/Possible Leads,35.044548000000006,-85.266817,POINT (-85.266817 35.044548),8.0
900 Carter St,Chattanooga,TN,37402,03/31/2024 12:15:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-028398,2,Cleared by Arrest,35.046002,-85.31179,POINT (-85.31179 35.046002),7.0
300 E 10th St,Chattanooga,TN,37403,03/31/2024 10:30:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-028360,4,Inactive/Suspended,35.043148,-85.305676,POINT (-85.305676 35.043148),8.0
2100 Shepherd Rd,Chattanooga,TN,37421,03/31/2024 02:50:00 AM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-028320,3,Pending/Possible Leads,35.044497,-85.182277,POINT (-85.182277 35.044497),6.0
200 Gillespie Rd,Chattanooga,TN,37411,03/30/2024 09:57:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-028237,3,Pending/Possible Leads,35.026345,-85.243892,POINT (-85.243892 35.026345),5.0
4700 Bonny Oaks Dr,Chattanooga,TN,37416,03/30/2024 03:10:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-028096,2,Cleared by Arrest,35.075642,-85.194228,POINT (-85.194228 35.075642),5.0
7800 Basswood Dr,Chattanooga,TN,37416,03/30/2024 11:55:00 AM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-028041,3,Pending/Possible Leads,35.082229999999996,-85.168367,POINT (-85.168367 35.08223),5.0
1600 Dodson Ave,Chattanooga,TN,37406,03/30/2024 10:32:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-028018,2,Cleared by Arrest,35.055216,-85.26038100000001,POINT (-85.260381 35.055216),8.0
600 Woodvale Ave,Chattanooga,TN,37411,03/30/2024 01:50:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-027939,3,Pending/Possible Leads,35.021285,-85.227362,POINT (-85.227362 35.021285),5.0
1900 E 28th St,Chattanooga,TN,37407,03/29/2024 10:40:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-027889,3,Pending/Possible Leads,35.013757000000005,-85.28680399999999,POINT (-85.286804 35.013757),8.0
8000 Batters Place Rd,Chattanooga,TN,37421,03/29/2024 09:36:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-027880,3,Pending/Possible Leads,35.025082,-85.13432,POINT (-85.13432 35.025082),4.0
800 Arlington Ave,Chattanooga,TN,37406,03/29/2024 04:35:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-027771,3,Pending/Possible Leads,35.046432,-85.26266,POINT (-85.26266 35.046432),8.0
1700 Cambridge Dr,Chattanooga,TN,37411,03/29/2024 09:06:00 AM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-027649,2,Cleared by Arrest,35.051683,-85.24304000000001,POINT (-85.24304 35.051683),9.0
700 E 10th St,Chattanooga,TN,37403,03/29/2024 08:03:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-027635,3,Pending/Possible Leads,35.040484,-85.297021,POINT (-85.297021 35.040484),8.0
200 W 38th St,Chattanooga,TN,37410,03/29/2024 01:30:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-027601,2,Cleared by Arrest,35.005443,-85.31281,POINT (-85.31281 35.005443),7.0
5400 Brainerd Rd,Chattanooga,TN,37411,03/28/2024 05:57:00 PM,TN0330100,C3,Charlie S,11A,Forcible Rape,Part 1 Crimes,24-027443,3,Pending/Possible Leads,35.010364,-85.221542,POINT (-85.221542 35.010364),5.0
530-58 Interstate 75 Nb,Chattanooga,TN,37421,03/28/2024 05:07:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-027453,3,Pending/Possible Leads,35.041616,-85.15593600000001,POINT (-85.155936 35.041616),4.0
6300 Fisk Ave,Chattanooga,TN,37408,03/28/2024 02:48:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-027405,3,Pending/Possible Leads,35.036837,-85.320551,POINT (-85.320551 35.036837),7.0
1000 Pineville Rd,Chattanooga,TN,37405,03/27/2024 04:55:00 PM,TN0330100,A5,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-027117,2,Cleared by Arrest,35.074939,-85.329734,POINT (-85.329734 35.074939),1.0
400 Carver Ln,Chattanooga,TN,37404,03/27/2024 02:57:00 PM,TN0330100,B4,Baker N,120,Robbery,Part 1 Crimes,24-027089,2,Cleared by Arrest,35.04361,-85.274861,POINT (-85.274861 35.04361),8.0
700 E 11th St,Chattanooga,TN,37403,03/27/2024 12:59:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-027043,2,Cleared by Arrest,35.041036,-85.300233,POINT (-85.300233 35.041036),8.0
1800 N Chamberlain Ave,Chattanooga,TN,37406,03/27/2024 03:54:00 AM,TN0330100,B2,Baker N,11A,Forcible Rape,Part 1 Crimes,24-026955,3,Pending/Possible Leads,35.055724999999995,-85.254556,POINT (-85.254556 35.055725),9.0
900 E 3rd St,Chattanooga,TN,37403,03/26/2024 03:21:00 PM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-026801,2,Cleared by Arrest,35.049414,-85.290111,POINT (-85.290111 35.049414),8.0
2700 Rossville Blvd,Chattanooga,TN,37404,03/26/2024 10:34:00 AM,TN0330100,B7,Baker S,11A,Forcible Rape,Part 1 Crimes,24-026707,3,Pending/Possible Leads,35.016466,-85.294107,POINT (-85.294107 35.016466),8.0
2500 Vine St,Chattanooga,TN,37404,03/26/2024 05:57:00 AM,TN0330100,B4,Baker N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,24-026661,2,Cleared by Arrest,35.034043000000004,-85.264336,POINT (-85.264336 35.034043),9.0
7400 Commons Blvd,Chattanooga,TN,37421,03/26/2024 12:00:00 AM,TN0330100,C7,Charlie N,11A,Forcible Rape,Part 1 Crimes,24-028152,3,Pending/Possible Leads,35.031874,-85.141447,POINT (-85.141447 35.031874),4.0
4200 Quinn Adams St,Chattanooga,TN,37410,03/25/2024 11:35:00 PM,TN0330100,A12,Adam S,120,Robbery,Part 1 Crimes,24-026626,3,Pending/Possible Leads,35.000966999999996,-85.308636,POINT (-85.308636 35.000967),7.0
4200 Quinn Adams St,Chattanooga,TN,37410,03/25/2024 11:35:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-026652,3,Pending/Possible Leads,34.999973,-85.308103,POINT (-85.308103 34.999973),7.0
7000 E Brainerd Rd,Chattanooga,TN,37421,03/25/2024 08:32:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-026585,3,Pending/Possible Leads,35.017281,-85.174227,POINT (-85.174227 35.017281),6.0
5500 Honeysuckle Dr,Chattanooga,TN,37411,03/25/2024 04:27:00 PM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-026498,3,Pending/Possible Leads,35.007272,-85.21739,POINT (-85.21739 35.007272),6.0
1300 Dodson Ave,Chattanooga,TN,37406,03/25/2024 03:40:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-026553,3,Pending/Possible Leads,35.052543,-85.261789,POINT (-85.261789 35.052543),8.0
600 Parkview Dr,Chattanooga,TN,37411,03/25/2024 12:50:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-026302,3,Pending/Possible Leads,35.019915,-85.228348,POINT (-85.228348 35.019915),5.0
E 11th St,Chattanooga,TN,37402,03/24/2024 09:35:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-026275,2,Cleared by Arrest,35.044732,-85.308629,POINT (-85.308629 35.044732),8.0
3900 Manor Rd,Chattanooga,TN,37411,03/24/2024 09:30:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-026276,2,Cleared by Arrest,35.020517999999996,-85.240062,POINT (-85.240062 35.020518),5.0
1700 Oak St,Chattanooga,TN,37404,03/24/2024 07:00:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-026242,3,Pending/Possible Leads,35.037267,-85.277562,POINT (-85.277562 35.037267),8.0
1200 Boynton Dr,Chattanooga,TN,37404,03/24/2024 06:30:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-026292,3,Pending/Possible Leads,35.033372,-85.263772,POINT (-85.263772 35.033372),9.0
3900 Manor Rd,Chattanooga,TN,37411,03/24/2024 12:00:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-026314,2,Cleared by Arrest,35.020703,-85.240075,POINT (-85.240075 35.020703),5.0
600 W 14th Street Ct,Chattanooga,TN,37402,03/24/2024 08:14:00 AM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-026093,2,Cleared by Arrest,35.040804,-85.316759,POINT (-85.316759 35.040804),7.0
4900 Mayfair Ave,Chattanooga,TN,37411,03/24/2024 02:20:00 AM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-026049,3,Pending/Possible Leads,35.009306,-85.22926799999999,POINT (-85.229268 35.009306),6.0
3600 13th Ave,Chattanooga,TN,37407,03/24/2024 01:46:00 AM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-026036,2,Cleared by Arrest,34.998580000000004,-85.280227,POINT (-85.280227 34.99858),7.0
3900 Alexis Cir,Chattanooga,TN,37406,03/23/2024 08:10:00 PM,TN0330100,C5,Charlie N,120,Robbery,Part 1 Crimes,24-025962,4,Inactive/Suspended,35.076489,-85.20867100000001,POINT (-85.208671 35.076489),5.0
E 11th St,Chattanooga,TN,37402,03/23/2024 06:59:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-025728,3,Pending/Possible Leads,35.043248000000006,-85.30973399999999,POINT (-85.309734 35.043248),7.0
1600 Southernwood Dr,Chattanooga,TN,37421,03/23/2024 03:30:00 AM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-025713,2,Cleared by Arrest,35.013495,-85.13137300000001,POINT (-85.131373 35.013495),4.0
7300 Shallowford Rd,Chattanooga,TN,37421,03/23/2024 02:30:00 AM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-025707,2,Cleared by Arrest,35.040578000000004,-85.15123100000001,POINT (-85.151231 35.040578),4.0
7700 Lee Hwy,Chattanooga,TN,37421,03/22/2024 10:40:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-025671,3,Pending/Possible Leads,35.061795000000004,-85.130983,POINT (-85.130983 35.061795),6.0
5500 Dayton Pike,Chattanooga,TN,37415,03/22/2024 06:10:00 PM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-025604,2,Cleared by Arrest,35.153513999999994,-85.274064,POINT (-85.274064 35.153514),1.0
1800 Chestnut St,Chattanooga,TN,37408,03/22/2024 12:46:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-025349,3,Pending/Possible Leads,35.035472,-85.315543,POINT (-85.315543 35.035472),7.0
900 Forest Ave,Chattanooga,TN,37405,03/22/2024 12:05:00 AM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-025345,3,Pending/Possible Leads,35.071808,-85.301405,POINT (-85.301405 35.071808),2.0
2100 E 25th Street Pl,Chattanooga,TN,37407,03/21/2024 09:30:00 PM,TN0330100,B7,Baker S,120,Robbery,Part 1 Crimes,24-025527,3,Pending/Possible Leads,35.014964,-85.28164600000001,POINT (-85.281646 35.014964),8.0
1400 Hickory Valley Rd,Chattanooga,TN,37421,03/21/2024 07:32:00 PM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-025286,2,Cleared by Arrest,35.021743,-85.180515,POINT (-85.180515 35.021743),6.0
1400 Hickory Valley Rd,Chattanooga,TN,37421,03/21/2024 07:32:00 PM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-025356,2,Cleared by Arrest,35.019977,-85.18017499999999,POINT (-85.180175 35.019977),6.0
800 Linden Hall Rd,Chattanooga,TN,37415,03/21/2024 05:00:00 PM,TN0330100,A3,Adam N,11A,Forcible Rape,Part 1 Crimes,24-026107,3,Pending/Possible Leads,35.103758,-85.280633,POINT (-85.280633 35.103758),2.0
3700 Sapulpa St,Chattanooga,TN,37406,03/21/2024 04:49:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-025241,3,Pending/Possible Leads,35.074507999999994,-85.23063,POINT (-85.23063 35.074508),5.0
4700 Eldridge Rd,Chattanooga,TN,37343,03/21/2024 12:05:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-025145,3,Pending/Possible Leads,35.129002,-85.261757,POINT (-85.261757 35.129002),2.0
1600 E 5th St,Chattanooga,TN,37404,03/20/2024 03:18:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-024701,3,Pending/Possible Leads,35.040504,-85.27685100000001,POINT (-85.276851 35.040504),8.0
2500 Lifestyle Way,Chattanooga,TN,37421,03/19/2024 08:15:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-024638,2,Cleared by Arrest,35.04351200000001,-85.153108,POINT (-85.153108 35.043512),4.0
2600 Andrews St,Chattanooga,TN,37406,03/19/2024 04:00:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-024558,3,Pending/Possible Leads,35.066331,-85.24493100000001,POINT (-85.244931 35.066331),9.0
5600 Brainerd Rd,Chattanooga,TN,37411,03/19/2024 01:00:00 PM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-024497,3,Pending/Possible Leads,35.011855000000004,-85.216352,POINT (-85.216352 35.011855),5.0
7700 Lee Hwy,Chattanooga,TN,37421,03/18/2024 04:40:00 PM,TN0330100,C9,Charlie N,11A,Forcible Rape,Part 1 Crimes,24-024275,2,Cleared by Arrest,35.060246,-85.133872,POINT (-85.133872 35.060246),6.0
3800 Fairfax Dr,Chattanooga,TN,37415,03/18/2024 04:36:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-024251,3,Pending/Possible Leads,35.108778,-85.260367,POINT (-85.260367 35.108778),2.0
100 S Moore Rd,Chattanooga,TN,37411,03/18/2024 11:00:00 AM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-024143,3,Pending/Possible Leads,35.011513,-85.22968399999999,POINT (-85.229684 35.011513),6.0
600 Parkview Dr,Chattanooga,TN,37411,03/18/2024 01:30:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-024059,3,Pending/Possible Leads,35.02084,-85.226963,POINT (-85.226963 35.02084),5.0
3200 6th Ave,Chattanooga,TN,37407,03/18/2024 12:49:00 AM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-024053,3,Pending/Possible Leads,35.005856,-85.283415,POINT (-85.283415 35.005856),7.0
1700 Olive St,Chattanooga,TN,37406,03/17/2024 09:30:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-024026,3,Pending/Possible Leads,35.059456,-85.265382,POINT (-85.265382 35.059456),8.0
1700 Ganasita Trl,Chattanooga,TN,37406,03/17/2024 12:50:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-023890,3,Pending/Possible Leads,35.047333,-85.228796,POINT (-85.228796 35.047333),5.0
4200 Quinn Adams St,Chattanooga,TN,37410,03/17/2024 09:54:00 AM,TN0330100,A12,Adam S,11A,Forcible Rape,Part 1 Crimes,24-023843,3,Pending/Possible Leads,35.000608,-85.308152,POINT (-85.308152 35.000608),7.0
5800 Talladega Dr,Chattanooga,TN,37421,03/17/2024 03:45:00 AM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-023802,3,Pending/Possible Leads,35.041021,-85.19253300000001,POINT (-85.192533 35.041021),6.0
00 Cherokee Blvd,Chattanooga,TN,37421,03/17/2024 03:43:00 AM,TN0330100,A7,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-023800,2,Cleared by Arrest,35.064129,-85.30942399999999,POINT (-85.309424 35.064129),1.0
1800 Arlington Ave,Chattanooga,TN,37406,03/17/2024 12:10:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-023765,3,Pending/Possible Leads,35.0555,-85.257307,POINT (-85.257307 35.0555),9.0
1700 E 28th St,Chattanooga,TN,37407,03/16/2024 08:17:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-023681,3,Pending/Possible Leads,35.013627,-85.290169,POINT (-85.290169 35.013627),7.0
2200 Miramar Cir,Chattanooga,TN,37421,03/16/2024 04:00:00 PM,TN0330100,C7,Charlie N,11A,Forcible Rape,Part 1 Crimes,24-023646,I,Closed,35.030497000000004,-85.124884,POINT (-85.124884 35.030497),4.0
1600 Carousel Rd,Chattanooga,TN,37411,03/16/2024 03:00:00 AM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-023437,3,Pending/Possible Leads,35.052331,-85.24576599999999,POINT (-85.245766 35.052331),9.0
3800 Wilcox Blvd,Chattanooga,TN,37411,03/15/2024 06:00:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-023981,3,Pending/Possible Leads,35.044889,-85.223921,POINT (-85.223921 35.044889),5.0
900 Forest Dale Ln,Chattanooga,TN,37343,03/15/2024 12:07:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-023190,3,Pending/Possible Leads,35.133092,-85.26189199999999,POINT (-85.261892 35.133092),2.0
Navajo Dr & S Germantown Rd,Chattanooga,TN,37411,03/15/2024 12:45:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-023065,3,Pending/Possible Leads,35.017063,-85.249514,POINT (-85.249514 35.017063),6.0
800 Arlington Ave,Chattanooga,TN,37406,03/14/2024 08:30:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-022991,3,Pending/Possible Leads,35.045732,-85.262915,POINT (-85.262915 35.045732),8.0
600 Signal Mountain Rd,Chattanooga,TN,37405,03/14/2024 07:46:00 PM,TN0330100,A5,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-022975,2,Cleared by Arrest,35.094755,-85.328716,POINT (-85.328716 35.094755),1.0
1100 Arlington Ave,Chattanooga,TN,37406,03/14/2024 07:25:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-022979,2,Cleared by Arrest,35.047467999999995,-85.26191,POINT (-85.26191 35.047468),8.0
1700 Strawberry Ln,Chattanooga,TN,37343,03/14/2024 03:10:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,24-022722,3,Pending/Possible Leads,35.121875,-85.24504300000001,POINT (-85.245043 35.121875),3.0
