Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
5400 Dayton Blvd,Chattanooga,TN,37415,12/13/2017 01:30:00 AM,TN0330100,A1,Adam N,120,Robbery,Part 1 Crimes,17-119714,2,Cleared by Arrest,35.150498,-85.272474,POINT (-85.272474 35.150498),1
1400 S Kelley St,Chattanooga,TN,37404,12/12/2017 11:30:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-119687,3,Pending/Possible Leads,35.02565,-85.275044,POINT (-85.275044 35.02565),8
900 Douglas St,Chattanooga,TN,37403,12/12/2017 11:57:00 AM,TN0330100,A9,Adam S,11A,Forcible Rape,Part 1 Crimes,17-119487,2,Cleared by Arrest,35.043365,-85.303163,POINT (-85.303163 35.043365),8
2000 Sharp St,Chattanooga,TN,37404,12/11/2017 06:10:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-119289,3,Pending/Possible Leads,35.042637,-85.269597,POINT (-85.269597 35.042637),8
1100 Sheridan Ave,Chattanooga,TN,37406,12/11/2017 04:12:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-119245,2,Cleared by Arrest,35.051504,-85.269251,POINT (-85.269251 35.051504),8
1500 E 17th St,Chattanooga,TN,37404,12/10/2017 09:00:00 PM,TN0330100,B6,Baker S,120,Robbery,Part 1 Crimes,17-118973,3,Pending/Possible Leads,35.025490999999995,-85.286781,POINT (-85.286781 35.025491),8
5500 Highway 153,Chattanooga,TN,37343,12/10/2017 05:46:00 PM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-118937,2,Cleared by Arrest,35.146935,-85.249942,POINT (-85.249942 35.146935),3
1100 Sheridan Ave,Chattanooga,TN,37406,12/10/2017 04:50:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-118932,2,Cleared by Arrest,35.050657,-85.26779099999999,POINT (-85.267791 35.050657),8
2000 Mccallie Ave,Chattanooga,TN,37404,12/10/2017 09:10:00 AM,TN0330100,B5,Baker S,120,Robbery,Part 1 Crimes,17-118821,3,Pending/Possible Leads,35.035701,-85.27212,POINT (-85.27212 35.035701),8
2300 Shallowford Village Dr,Chattanooga,TN,37421,12/09/2017 09:41:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-118714,2,Cleared by Arrest,35.045131000000005,-85.15423299999999,POINT (-85.154233 35.045131),6
2300 Mccallie Ave,Chattanooga,TN,37404,12/09/2017 01:00:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-118578,3,Pending/Possible Leads,35.03569,-85.26834699999999,POINT (-85.268347 35.03569),8
6200 Lee Hwy,Chattanooga,TN,37421,12/09/2017 12:48:00 AM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-118472,3,Pending/Possible Leads,35.028192,-85.187321,POINT (-85.187321 35.028192),6
4700 Norcross Rd,Chattanooga,TN,37343,12/09/2017 12:30:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-118467,2,Cleared by Arrest,35.140513000000006,-85.25189800000001,POINT (-85.251898 35.140513),2
00 Station St,Chattanooga,TN,37408,12/08/2017 11:00:00 PM,TN0330100,A9,Adam S,11A,Forcible Rape,Part 1 Crimes,17-119164,1,Unfounded,35.0372069,-85.31648,POINT (-85.31648 35.0372069),7
4100 Tennessee Ave,Chattanooga,TN,37409,12/08/2017 09:00:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-118429,2,Cleared by Arrest,35.005917,-85.327194,POINT (-85.327194 35.005917),7
4500 Rossville Blvd,Chattanooga,TN,37421,12/08/2017 04:18:00 PM,TN0330100,B7,Baker S,11A,Forcible Rape,Part 1 Crimes,17-118316,3,Pending/Possible Leads,35.050641,-85.132203,POINT (-85.132203 35.050641),4
5700 Grubb Rd,Chattanooga,TN,37343,12/08/2017 01:00:00 AM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-118157,2,Cleared by Arrest,35.151771,-85.241726,POINT (-85.241726 35.151771),3
700 W 12th Street Ct,Chattanooga,TN,37402,12/07/2017 04:30:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-118053,3,Pending/Possible Leads,35.043915999999996,-85.317132,POINT (-85.317132 35.043916),7
2600 Hixson Pike,Chattanooga,TN,37415,12/07/2017 12:52:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-117858,2,Cleared by Arrest,35.091612,-85.28778,POINT (-85.28778 35.091612),2
400 Broad St,Chattanooga,TN,37402,12/06/2017 04:13:00 PM,TN0330100,A7,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-117707,3,Pending/Possible Leads,35.051884,-85.31079600000001,POINT (-85.310796 35.051884),7
3700 Rossville Blvd,Chattanooga,TN,37407,12/06/2017 04:05:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-117706,2,Cleared by Arrest,35.000845999999996,-85.291353,POINT (-85.291353 35.000846),7
2300 Wilcox Blvd,Chattanooga,TN,37406,12/06/2017 09:15:00 AM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-117577,3,Pending/Possible Leads,35.051902999999996,-85.260058,POINT (-85.260058 35.051903),9
3200 Wilcox Blvd,Chattanooga,TN,37411,12/05/2017 10:40:00 AM,TN0330100,C1,Charlie S,120,Robbery,Part 1 Crimes,17-117268,3,Pending/Possible Leads,35.048474,-85.241697,POINT (-85.241697 35.048474),5
5500 Brainerd Rd,Chattanooga,TN,37411,12/05/2017 05:30:00 AM,TN0330100,C3,Charlie S,120,Robbery,Part 1 Crimes,17-117209,3,Pending/Possible Leads,35.010478,-85.220346,POINT (-85.220346 35.010478),5
2500 Mccrae St,Chattanooga,TN,37406,12/05/2017 02:00:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-117171,2,Cleared by Arrest,35.057896,-85.251688,POINT (-85.251688 35.057896),9
1400 Wheeler Ave,Chattanooga,TN,37406,12/04/2017 10:31:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-117127,2,Cleared by Arrest,35.051525,-85.258832,POINT (-85.258832 35.051525),9
2000 Cooley St,Chattanooga,TN,37406,12/04/2017 09:29:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-117114,2,Cleared by Arrest,35.049897,-85.264376,POINT (-85.264376 35.049897),8
7300 Lee Hwy,Chattanooga,TN,37421,12/04/2017 09:54:00 AM,TN0330100,C9,Charlie N,120,Robbery,Part 1 Crimes,17-116868,3,Pending/Possible Leads,35.053675,-85.149226,POINT (-85.149226 35.053675),6
7100 Dalefield Ln,Chattanooga,TN,37421,12/03/2017 06:15:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-116717,3,Pending/Possible Leads,35.05472,-85.15150899999999,POINT (-85.151509 35.05472),6
00 Hemlock Cir,Chattanooga,TN,37419,12/03/2017 12:50:00 AM,TN0330100,A13,Adam S,120,Robbery,Part 1 Crimes,17-116512,3,Pending/Possible Leads,35.022088,-85.37504600000001,POINT (-85.375046 35.022088),1
100 Hollyberry Ln,Chattanooga,TN,37411,12/02/2017 10:00:00 PM,TN0330100,C2,Charlie S,120,Robbery,Part 1 Crimes,17-116472,3,Pending/Possible Leads,35.019382,-85.237278,POINT (-85.237278 35.019382),5
5500 Highway 153,Chattanooga,TN,37343,12/02/2017 03:55:00 PM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-116386,3,Pending/Possible Leads,35.143065,-85.246958,POINT (-85.246958 35.143065),3
900 N Chamberlain Ave,Chattanooga,TN,37406,12/02/2017 03:31:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-116373,3,Pending/Possible Leads,35.04457,-85.26001000000001,POINT (-85.26001 35.04457),9
00 W 27th St,Chattanooga,TN,37408,12/02/2017 01:00:00 PM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-116344,2,Cleared by Arrest,35.023918,-85.314518,POINT (-85.314518 35.023918),7
2300 Wilson St,Chattanooga,TN,37406,12/02/2017 08:00:00 AM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-116294,3,Pending/Possible Leads,35.049701,-85.26081,POINT (-85.26081 35.049701),8
3400 Wilcox Blvd,Chattanooga,TN,37411,12/01/2017 09:08:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-116180,3,Pending/Possible Leads,35.046901999999996,-85.23786799999999,POINT (-85.237868 35.046902),9
1300 Cypress Street Ct,Chattanooga,TN,37402,12/01/2017 08:40:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-116165,3,Pending/Possible Leads,35.041804,-85.317513,POINT (-85.317513 35.041804),7
200 Hampton St,Chattanooga,TN,37403,12/01/2017 06:56:00 PM,TN0330100,A8,Adam S,120,Robbery,Part 1 Crimes,17-116131,3,Pending/Possible Leads,35.05036,-85.29134,POINT (-85.29134 35.05036),8
3900 Rogers Rd,Chattanooga,TN,37411,12/01/2017 06:36:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-116136,2,Cleared by Arrest,35.027462,-85.237315,POINT (-85.237315 35.027462),5
1400 E Main St,Chattanooga,TN,37404,12/01/2017 03:00:00 PM,TN0330100,B6,Baker S,120,Robbery,Part 1 Crimes,17-116049,3,Pending/Possible Leads,35.027518,-85.28690200000001,POINT (-85.286902 35.027518),8
2300 Mccallie Ave,Chattanooga,TN,37404,12/01/2017 12:00:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-115926,3,Pending/Possible Leads,35.034046000000004,-85.26843699999999,POINT (-85.268437 35.034046),9
400 May St,Chattanooga,TN,37405,11/30/2017 09:15:00 AM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-115693,3,Pending/Possible Leads,35.066404,-85.311169,POINT (-85.311169 35.066404),1
600 Mauldeth Rd,Chattanooga,TN,37415,11/30/2017 08:26:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-115678,2,Cleared by Arrest,35.114262000000004,-85.27604099999999,POINT (-85.276041 35.114262),2
6600 E Brainerd Rd,Chattanooga,TN,37421,11/30/2017 03:00:00 AM,TN0330100,C4,Charlie S,11A,Forcible Rape,Part 1 Crimes,17-115639,3,Pending/Possible Leads,35.017899,-85.186149,POINT (-85.186149 35.017899),6
800 E Main St,Chattanooga,TN,37408,11/29/2017 07:00:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-115547,2,Cleared by Arrest,35.031893999999994,-85.29622900000001,POINT (-85.296229 35.031894),8
700 E 49th St,Chattanooga,TN,37410,11/29/2017 05:00:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-115506,A,Cleared by Arrest Adult (One Incident),34.992698,-85.306978,POINT (-85.306978 34.992698),7
2200 Elmendorf St,Chattanooga,TN,37406,11/29/2017 01:21:00 PM,TN0330100,B1,Baker N,120,Robbery,Part 1 Crimes,17-115424,3,Pending/Possible Leads,35.074726,-85.24841900000001,POINT (-85.248419 35.074726),9
4100 Shallowford Rd,Chattanooga,TN,37411,11/27/2017 08:29:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-114899,3,Pending/Possible Leads,35.042066000000005,-85.219994,POINT (-85.219994 35.042066),5
400 Gillespie Rd,Chattanooga,TN,37411,11/27/2017 02:35:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-114793,2,Cleared by Arrest,35.029173,-85.241404,POINT (-85.241404 35.029173),5
5200 Fagan St,Chattanooga,TN,37410,11/27/2017 09:27:00 AM,TN0330100,A12,Adam S,11A,Forcible Rape,Part 1 Crimes,17-114738,1,Unfounded,34.9883693,-85.314725,POINT (-85.314725 34.9883693),7
600 Broad St,Chattanooga,TN,37408,11/27/2017 09:15:00 AM,TN0330100,A7,Adam S,120,Robbery,Part 1 Crimes,17-114708,3,Pending/Possible Leads,35.035675,-85.311759,POINT (-85.311759 35.035675),7
400 Broad St,Chattanooga,TN,37402,11/26/2017 11:53:00 PM,TN0330100,A7,Adam S,120,Robbery,Part 1 Crimes,17-114633,2,Cleared by Arrest,35.051134,-85.311909,POINT (-85.311909 35.051134),7
2800 Ridgecrest Dr,Chattanooga,TN,37406,11/26/2017 10:08:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-114617,3,Pending/Possible Leads,35.079304,-85.235901,POINT (-85.235901 35.079304),9
3600 3rd Ave,Chattanooga,TN,37407,11/26/2017 10:00:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-114616,3,Pending/Possible Leads,35.002834,-85.289443,POINT (-85.289443 35.002834),7
2000 Garfield St,Chattanooga,TN,37404,11/26/2017 03:36:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-114402,3,Pending/Possible Leads,35.041724,-85.269914,POINT (-85.269914 35.041724),8
7200 Aventine Way,Chattanooga,TN,37421,11/26/2017 02:00:00 AM,TN0330100,C8,Charlie N,11A,Forcible Rape,Part 1 Crimes,17-114893,3,Pending/Possible Leads,35.014499,-85.168026,POINT (-85.168026 35.014499),6
2000 Gunbarrel Rd,Chattanooga,TN,37421,11/26/2017 01:00:00 AM,TN0330100,C7,Charlie N,120,Robbery,Part 1 Crimes,17-114372,3,Pending/Possible Leads,35.034864999999996,-85.152465,POINT (-85.152465 35.034865),4
4400 Highway 58,Chattanooga,TN,37416,11/25/2017 11:06:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-114328,3,Pending/Possible Leads,35.085796,-85.201724,POINT (-85.201724 35.085796),3
500 Ely Rd,Chattanooga,TN,37415,11/25/2017 01:30:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-114083,3,Pending/Possible Leads,35.118114,-85.280272,POINT (-85.280272 35.118114),2
2600 Glenwood Pkwy,Chattanooga,TN,37404,11/24/2017 08:32:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-114026,3,Pending/Possible Leads,35.033038000000005,-85.26026300000001,POINT (-85.260263 35.033038),9
2500 E 19th St,Chattanooga,TN,37404,11/24/2017 03:15:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-113950,3,Pending/Possible Leads,35.018853,-85.27384099999999,POINT (-85.273841 35.018853),9
2400 Williams St,Chattanooga,TN,37408,11/24/2017 05:50:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-113835,3,Pending/Possible Leads,35.028090999999996,-85.314778,POINT (-85.314778 35.028091),7
3200 Dodson Ave,Chattanooga,TN,37406,11/23/2017 03:53:00 AM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-113616,3,Pending/Possible Leads,35.07521,-85.249029,POINT (-85.249029 35.07521),8
1600 Roanoke Ave,Chattanooga,TN,37406,11/22/2017 11:49:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-113571,2,Cleared by Arrest,35.056685,-85.26263,POINT (-85.26263 35.056685),8
1300 E 3rd St,Chattanooga,TN,37404,11/22/2017 10:18:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-113555,3,Pending/Possible Leads,35.042698,-85.278896,POINT (-85.278896 35.042698),8
600 Forest Ave,Chattanooga,TN,37405,11/22/2017 09:04:00 AM,TN0330100,A4,Adam N,11A,Forcible Rape,Part 1 Crimes,17-113276,1,Unfounded,35.069264,-85.304739,POINT (-85.304739 35.069264),2
7200 Lee Hwy,Chattanooga,TN,37421,11/22/2017 06:45:00 AM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-113914,2,Cleared by Arrest,35.053154,-85.15327500000001,POINT (-85.153275 35.053154),6
200 Old Mountain Rd,Chattanooga,TN,37409,11/21/2017 11:00:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-113223,2,Cleared by Arrest,35.010388999999996,-85.32946299999999,POINT (-85.329463 35.010389),7
700 E Martin Luther King Blvd,Chattanooga,TN,37403,11/21/2017 10:25:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-113173,2,Cleared by Arrest,35.041664,-85.29677600000001,POINT (-85.296776 35.041664),8
4900 Woodland View Cir,Chattanooga,TN,37410,11/21/2017 07:30:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-113144,3,Pending/Possible Leads,34.99228,-85.307677,POINT (-85.307677 34.99228),7
300 Cherokee Blvd,Chattanooga,TN,37405,11/21/2017 11:45:00 AM,TN0330100,A5,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-112996,3,Pending/Possible Leads,35.063574,-85.312099,POINT (-85.312099 35.063574),1
400 N Lovell Ave,Chattanooga,TN,37411,11/20/2017 08:54:00 PM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-112819,3,Pending/Possible Leads,35.021463000000004,-85.22282799999999,POINT (-85.222828 35.021463),5
5800 Lee Hwy,Chattanooga,TN,37421,11/20/2017 11:05:00 AM,TN0330100,C4,Charlie S,120,Robbery,Part 1 Crimes,17-112628,3,Pending/Possible Leads,35.02254,-85.199462,POINT (-85.199462 35.02254),5
7700 Lee Hwy,Chattanooga,TN,37421,11/20/2017 12:20:00 AM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-112523,2,Cleared by Arrest,35.061983,-85.134389,POINT (-85.134389 35.061983),6
900 Dodson Ave,Chattanooga,TN,37406,11/19/2017 11:50:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-112520,3,Pending/Possible Leads,35.045401,-85.264046,POINT (-85.264046 35.045401),8
2800 12th Ave,Chattanooga,TN,37407,11/19/2017 12:50:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-112361,3,Pending/Possible Leads,35.009018,-85.275261,POINT (-85.275261 35.009018),9
700 N Germantown Rd,Chattanooga,TN,37411,11/19/2017 10:00:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-112320,2,Cleared by Arrest,35.032626,-85.24184799999999,POINT (-85.241848 35.032626),9
2100 Camden St,Chattanooga,TN,37406,11/19/2017 03:57:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-112278,3,Pending/Possible Leads,35.054508999999996,-85.25926,POINT (-85.25926 35.054509),9
3800 Central Ave,Chattanooga,TN,37410,11/19/2017 12:50:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-112248,3,Pending/Possible Leads,35.005104,-85.31181099999999,POINT (-85.311811 35.005104),7
2700 Rossville Blvd,Chattanooga,TN,37404,11/19/2017 12:01:00 AM,TN0330100,B7,Baker S,11A,Forcible Rape,Part 1 Crimes,17-113085,I,Closed,35.017007,-85.293933,POINT (-85.293933 35.017007),8
300 East Mlk Blvd,Chattanooga,TN,37402,11/18/2017 07:14:00 PM,TN0330100,A7,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-112165,3,Pending/Possible Leads,35.055871,-85.30927199999999,POINT (-85.309272 35.055871),7
7800 Basswood Dr,Chattanooga,TN,37416,11/18/2017 05:42:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-112098,3,Pending/Possible Leads,35.082171,-85.167923,POINT (-85.167923 35.082171),5
2500 De Sales Ave,Chattanooga,TN,37404,11/18/2017 05:22:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-112196,3,Pending/Possible Leads,35.040952,-85.260879,POINT (-85.260879 35.040952),9
2500 De Sales Ave,Chattanooga,TN,37404,11/18/2017 05:22:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-112137,2,Cleared by Arrest,35.042139999999996,-85.26023,POINT (-85.26023 35.04214),9
2900 5th Ave,Chattanooga,TN,37407,11/18/2017 02:50:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-112092,3,Pending/Possible Leads,35.009684,-85.28354399999999,POINT (-85.283544 35.009684),7
100 Hollyberry Ln,Chattanooga,TN,37411,11/18/2017 02:09:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-112079,2,Cleared by Arrest,35.01921,-85.237559,POINT (-85.237559 35.01921),5
1400 Roanoke Ave,Chattanooga,TN,37406,11/18/2017 05:18:00 AM,TN0330100,B2,Baker N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,17-111972,3,Pending/Possible Leads,35.053548,-85.264058,POINT (-85.264058 35.053548),8
1400 Roanoke Ave,Chattanooga,TN,37406,11/18/2017 05:18:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-111972,3,Pending/Possible Leads,35.05507,-85.263818,POINT (-85.263818 35.05507),8
2000 Milne St,Chattanooga,TN,37406,11/17/2017 06:45:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-111843,3,Pending/Possible Leads,35.046715000000006,-85.264867,POINT (-85.264867 35.046715),8
2200 Milne St,Chattanooga,TN,37406,11/17/2017 01:50:00 PM,TN0330100,B3,Baker N,120,Robbery,Part 1 Crimes,17-111722,2,Cleared by Arrest,35.04635,-85.26388200000001,POINT (-85.263882 35.04635),8
3500 2nd Ave,Chattanooga,TN,37407,11/17/2017 07:30:00 AM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-111615,A,Cleared by Arrest Adult (One Incident),35.00293,-85.290234,POINT (-85.290234 35.00293),7
7200 Tyner Rd,Chattanooga,TN,37421,11/16/2017 06:30:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-111487,2,Cleared by Arrest,35.058519,-85.144187,POINT (-85.144187 35.058519),6
4600 Shallowford Rd,Chattanooga,TN,37411,11/16/2017 05:00:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,17-111456,3,Pending/Possible Leads,35.053377,-85.213838,POINT (-85.213838 35.053377),5
500 N Hawthorne St,Chattanooga,TN,37404,11/16/2017 08:30:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-111283,2,Cleared by Arrest,35.04375099999999,-85.272017,POINT (-85.272017 35.043751),8
500 W 37th St,Chattanooga,TN,37410,11/16/2017 04:45:00 AM,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-111253,2,Cleared by Arrest,35.009455,-85.31566199999999,POINT (-85.315662 35.009455),7
500 Latimore St,Chattanooga,TN,37406,11/15/2017 10:55:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-111199,2,Cleared by Arrest,35.038002,-85.256215,POINT (-85.256215 35.038002),9
6900 Lee Hwy,Chattanooga,TN,37421,11/15/2017 09:27:00 PM,TN0330100,C6,Charlie N,120,Robbery,Part 1 Crimes,17-111179,3,Pending/Possible Leads,35.042477,-85.16639699999999,POINT (-85.166397 35.042477),6
2600 Wilder St,Chattanooga,TN,37406,11/15/2017 08:45:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-111164,2,Cleared by Arrest,35.069926,-85.242477,POINT (-85.242477 35.069926),5
100 River St,Chattanooga,TN,37405,11/15/2017 08:16:00 PM,TN0330100,A7,Adam S,120,Robbery,Part 1 Crimes,17-111167,2,Cleared by Arrest,35.062247,-85.307612,POINT (-85.307612 35.062247),2
1700 E 14th St,Chattanooga,TN,37404,11/15/2017 07:50:00 PM,TN0330100,B5,Baker S,120,Robbery,Part 1 Crimes,17-111165,3,Pending/Possible Leads,35.027339,-85.281966,POINT (-85.281966 35.027339),8
5700 Uptain Rd,Chattanooga,TN,37411,11/15/2017 08:54:00 AM,TN0330100,C3,Charlie S,11A,Forcible Rape,Part 1 Crimes,17-110971,1,Unfounded,35.00874,-85.212773,POINT (-85.212773 35.00874),6
7700 E Brainerd Rd,Chattanooga,TN,37421,11/14/2017 11:22:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-110900,2,Cleared by Arrest,35.009750000000004,-85.157719,POINT (-85.157719 35.00975),4
3200 Wilcox Blvd,Chattanooga,TN,37411,11/14/2017 09:09:00 PM,TN0330100,C1,Charlie S,120,Robbery,Part 1 Crimes,17-110878,3,Pending/Possible Leads,35.048376,-85.243203,POINT (-85.243203 35.048376),9
4900 Rossville Blvd,Chattanooga,TN,37407,11/13/2017 07:51:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-110574,3,Pending/Possible Leads,34.986075,-85.288533,POINT (-85.288533 34.986075),7
2000 Rawlings St,Chattanooga,TN,37406,11/13/2017 07:30:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,17-110570,2,Cleared by Arrest,35.046182,-85.26588799999999,POINT (-85.265888 35.046182),8
1600 E 47th St,Chattanooga,TN,37407,11/13/2017 05:20:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-110523,3,Pending/Possible Leads,34.988971,-85.291158,POINT (-85.291158 34.988971),7
Market St & Cowart St,Chattanooga,TN,37402,11/13/2017 03:47:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,17-110490,3,Pending/Possible Leads,35.040244,-85.30847,POINT (-85.30847 35.040244),7
600 Merriam St,Chattanooga,TN,37405,11/13/2017 04:07:00 AM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,17-110334,2,Cleared by Arrest,35.070876000000005,-85.311663,POINT (-85.311663 35.070876),1
1400 Bailey Ave,Chattanooga,TN,37404,11/12/2017 10:30:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,17-110300,2,Cleared by Arrest,35.036092000000004,-85.283101,POINT (-85.283101 35.036092),9
7700 Nautical Way,Chattanooga,TN,37416,11/12/2017 09:50:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,17-110293,2,Cleared by Arrest,35.07998499999999,-85.168663,POINT (-85.168663 35.079985),5
